BP CODE,NTW #,PROVIDER NAME,REGION,CITY,DISTRICT,TYPE,NTW 1,NTW 2,NTW 3,NTW 4,NTW 5,NTW 6,NTW 7,NTW 8,NTW 9,NTW 10,TEL,FAX,المدنة,المنطقة,اسم مقدم الخدمة
3665,9,AL NUAIRIYAH MEDICAL COMPLEX,EASTERN,AL NUAIRIYAH,AL NUAIRIYAH,CLINIC,√,√,√,√,√,√,√,√,√,−,013-3731100,013-3732200,النعرة,الشرقة,مجمع عادات النعرة الطبي
5169,10,MAIDAN MEDICAL CLINICS CENTER,EASTERN,AL NUAIRIYAH,AL AZIZIYA,CLINIC,√,√,√,√,√,√,√,√,√,√,013-3730665,013-3730665,النعرة,الشرقة,مجمع المدان ازرق الطبي
1739,4,KING KHALID HOSPITAL (MOH) (HAFR AL BATIN),EASTERN,HAFAR ALBATIN,MUNICIPAL DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,011-4050714,013-7232042,حفر الباطن,الشرقة,مستشفى الملك خالد ( وزارة الصحة ) (حفر الباطن)
4502,4,HAFR AL BATIN CENTRAL HOSPITAL,EASTERN,HAFAR ALBATIN,QURTUBAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-7298388,013-7294418,حفر الباطن,الشرقة,مستشفى حفر الباطن المركزي
4503,4,MATERNITY & CHILDREN HOSPITAL-HAFR ALBATN,EASTERN,HAFAR ALBATIN,AL BATN,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-7212859,013-7292628,حفر الباطن,الشرقة,مستشفى الودة واطفال بحفر الباطن
4668,8,AL MAALI HOSPITAL,EASTERN,HAFAR ALBATIN,HAFR ALBATIN,HOSPITAL,√,√,√,√,√,√,√,√,R,R,013-7663628,013-3630706,حفر الباطن,الشرقة,مستشفى شركة المعالي الطبة
734,8,DR NOOR MOHAMMED KHAN GEN. HOSP.,EASTERN,HAFAR ALBATIN,ALAQARIYA DISTRICT,HOSPITAL,√,√,√,√,√,√,√,√,R,R,013-7225550,013-7221417,حفر الباطن,الشرقة,مستشفى نور محمد خان العام
1997,8,NOOR MOHAMMED KHAN POLYCLINIC,EASTERN,HAFAR ALBATIN,HAFR ALBATIN,CLINIC,√,√,√,√,√,√,√,√,−,−,013-7220701,013-7222355,حفر الباطن,الشرقة,مجمع نور محمد خان الطبي
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,HAFAR ALBATIN,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,حفر الباطن,الشرقة,مجموعة صدلات الدواء
2720,9,RAWAAT AL MAHA OPTICALS -HAFAR ALBATEN,EASTERN,HAFAR ALBATIN,AL RABWAH,CENTER,√,√,√,√,√,√,√,√,√,−,013-7253149,011-2374525,حفر الباطن,الشرقة,روعة المھا للبصرات -حفرالباطن
2897,9,FARZA OPTICS - HAFR ALBATEN,EASTERN,HAFAR ALBATIN,MUNICIPAL,CENTER,√,√,√,√,√,√,√,√,√,−,013-7294888,017-2250919,حفر الباطن,الشرقة,محل فرزة للنظارات -حفرالباطن
722,10,AL HUJELAN MEDICAL DISPENSARY,EASTERN,HAFAR ALBATIN,AZIZIYA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,013-7225270,013-7217580,حفر الباطن,الشرقة,مجمع الحجن الطبي
1998,10,AL AUDA MEDICAL CENTER,EASTERN,HAFAR ALBATIN,MUNICIPAL,CLINIC,√,√,√,√,√,√,√,√,√,√,013-7248800,013-7248833,حفر الباطن,الشرقة,مجمع العودة الطبي
4545,4,BAQEEQ GENERAL HOSPTIAL,EASTERN,ABQAIQ,AL NUZHA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-5662222,013-5663782,بقق,الشرقة,مستشفى بقق العام
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,ABQAIQ,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,بقق,الشرقة,مجموعة صدلات الدواء
715,10,AL SHEFA DISPENSARY,EASTERN,ABQAIQ,ABQIQ,CLINIC,√,√,√,√,√,√,√,√,√,√,013-5663777,013-5662165,بقق,الشرقة,مستوصف الشفاء الطبي
1734,4,KING FAHAD HOSPITAL (MOH) (AL HASA),EASTERN,AL HOFUF,AL SAHEED,HOSPITAL,√,√,√,√,R,R,R,R,R,R,011-4050714,013-5752523,الھفوف,الشرقة,مستشفى الملك فھد ( وزارة الصحة ) (احساء)
4546,4,PRINCE SAUD BIN JALAWI HOSPITAL,EASTERN,AL HOFUF,KING FAISAL DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-5362541,013-5300070,الھفوف,الشرقة,مستشفى امر سعود بن جلوي باحساء
4548,4,MATERNITY & CHILDREN HOSPITAL-HASA,EASTERN,AL HOFUF,MAHASN,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-5924649,013-5924649,الھفوف,الشرقة,مستشفى الودة واطفال باحساء
3873,4,AL JABR EYE & EAR HOSPITAL - MOH - AHSA,EASTERN,AL HOFUF,NAJM EYE,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-5755421,013-5757510,الھفوف,الشرقة,مستشفى الجبر للعون وانف واذن والحنجرة
1022,4,DR TAHER AL BAHRANI POLYCLINIC,EASTERN,AL HOFUF,AL FAYASALEAH,CLINIC,√,√,√,√,−,−,−,−,−,−,013-5853242,013-5866619,الھفوف,الشرقة,مجمع عادات الدكتور طاھر البحراني الطبي
173,10,HAGAR DISPENSARY,EASTERN,AL HOFUF,OUWAIMIRIYA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,013-5811391,013-5802274,الھفوف,الشرقة,مستوصف ھجر الطبي
3178,1,KING ABDULLAZIZ NATIONAL GUARD HOSPITAL,EASTERN,AL HASA,AL MUBARAZ,HOSPITAL,√,−,−,−,−,−,−,−,−,−,013-5910000,013-5910000,احساء,الشرقة,مستشفى الملك عبدالعزز بالحرس الوطني - احساء
3872,4,PRINCE SULTAN CARDIAC CENTER - MOH - AHSA,EASTERN,AL HASA,HASA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-5755460,013-5750889,احساء,الشرقة,مركز امر سلطان لمعالجة امراض وجراحة القلب
5455,4,OYOUN CITY HOSPITAL MOH,EASTERN,AL HASA,NASSEM EYE,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-5330500,013-5332326,احساء,الشرقة,مستشفى مدنة العون باحساء
5456,4,ALJAFER GENERAL HOSPITAL. MOH,EASTERN,AL HASA,JAFR,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-5390356,013-5390512,احساء,الشرقة,مستشفى الجفر العام بمحافظة احساء  وزارة الصحة
598,4,AL MANA GENERAL HOSPITAL (HAFOF),EASTERN,AL HASA,HOFUF,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8890661,013-8980772,احساء,الشرقة,مستشفى المانع العام
433,4,AL MOOSA HOSPITAL,EASTERN,AL HASA,AL KHARS,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-5307000,013-5369655,احساء,الشرقة,مستشفى الموسى
1657,6,AL AHSA HOSPITAL,EASTERN,AL HASA,AL MUBARAZ,HOSPITAL,√,√,√,√,√,√,−,−,−,−,013-5844000,013-5868900,احساء,الشرقة,مستشفى احساء
4021,6,KAHHAL COMPANY FOR MEDICAL SERVICES 2,EASTERN,AL HASA,DHARAN,CENTER,√,√,√,√,√,√,−,−,−,−,013-5327777,013-5319944,احساء,الشرقة,مجمع عادات شركة الكحال للخدمات الطبة 2
2216,4,RAM DENTAL CARE (IHSAA),EASTERN,AL HASA,ALYAHYA DISTRICT,CENTER,√,√,√,√,−,−,−,−,−,−,013-5311282,013-8640828,احساء,الشرقة,مركز رام لطب اسنان فرع احساء
98,8,OBEID SPECIALIZED HOSPITAL (HASSA),EASTERN,AL HASA,ALMANEH DISTRICT,HOSPITAL,√,√,√,√,√,√,√,√,R,R,013-5303333,013-5310077,احساء,الشرقة,مستشفى عبد التخصصي
2018,8,HUSSEIN AL ALI HOSPITAL,EASTERN,AL HASA,AL FYASALEYA,HOSPITAL,√,√,√,√,√,√,√,√,R,R,013-5866566,013-5866566,احساء,الشرقة,مستشفى حسن العلي
79,10,HUSSAIN AL ALI MEDICAL COMPLEX,EASTERN,AL HASA,HFOUF,CLINIC,√,√,√,√,√,√,√,√,√,√,013-5869212,013-5843535,احساء,الشرقة,مجمع عادات حسن العلي الطبي
5324,10,AL OTAISH GENERAL MEDICAL POLYCLINIC,EASTERN,AL HASA,EYES,CLINIC,√,√,√,√,√,√,√,√,√,√,013-5330072,013-5333843,احساء,الشرقة,مجمع عادات العطش الطبي العام
1966,8,AL MADAR DIMOND MEDICAL COMPANY,EASTERN,AL HASA,MOBARRAZ DISTRICT,CENTER,√,√,√,√,√,√,√,√,−,−,013-5318555,013-5318666,احساء,الشرقة,مجمع شركة المدار الماسي الطبة لسنان
2353,8,AL OSRAH DENTAL POLYCLINIC,EASTERN,AL HASA,MHASEN,CENTER,√,√,√,√,√,√,√,√,−,−,013-5920277,013-5925995,احساء,الشرقة,مجمع عادات اسرة لطب اسنان
2020,8,Al BARAKAT OPTICAL CENTER,EASTERN,AL HASA,AL NAAEL,CENTER,√,√,√,√,√,√,√,√,−,−,011-4722677,013-5825018,احساء,الشرقة,مركز البركات للبصرات
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,AL HASA,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,احساء,الشرقة,مجموعة صدلات الدواء
1663,10,AL MASHAFI COMPLEX (AL HASSA),EASTERN,AL HASA,ALAHSA,CLINIC,√,√,√,√,√,√,√,√,√,√,013-5865900,013-5826949,احساء,الشرقة,مجمع المشافي الطبي
1332,10,ZAMZAM POLYCLINIC,EASTERN,AL HASA,ALRAFA ALSHAMALEIA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,013-5303377,013-5310615,احساء,الشرقة,مستوصف زمزم الطبي
989,10,AL MAGHLOUTH MEDICAL,EASTERN,AL HASA,ALAHSA,CLINIC,√,√,√,√,√,√,√,√,√,√,013-5313333,013-5306872,احساء,الشرقة,مجمع عادات المغلوث
2787,10,AL NAIM COMPLEX & OPTICALS,EASTERN,AL HASA,ALAHSA,CLINIC,√,√,√,√,√,√,√,√,√,√,013-5879312,013-5866324,احساء,الشرقة,مجمع عادات النعم الطبي
1752,9,AL RIDA CLINIC,EASTERN,AL HASA,OMRAN TOWN,CLINIC,√,√,√,√,√,√,√,√,√,−,013-5963760,013-5962576,احساء,الشرقة,مجمع الرضا الطبي
5539,10,AL EKHWA MEDICAL COMPLEX,EASTERN,HARDH,HARDH,CLINIC,√,√,√,√,√,√,√,√,√,√,013-5853923,-,حرض,الشرقة,مجمع اخوة الطبي
5029,4,SALWA GENERAL HOSPITAL,EASTERN,SALWA,SALWA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-5470259,013-5470233,سلوى,الشرقة,مستشفى سلوى العام
5037,4,PRINCE SULTAN HOSPITAL - URAYARAH,EASTERN,URAYARAH,CITY CENTER,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-3280106,013-3280611,عرعرة,الشرقة,مستشفى امر سلطان - عرعرة
4658,4,AL BATHA GENERAL HOSPITAL,EASTERN,AL BATHA,AL AWAL,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-5755761,013-5756351,البطحاء,الشرقة,مستشفى البطحاء العام
1667,9,AL TARAF CHARITABLE SOCIETY CLINIC,EASTERN,AL TARF,ALAHSA,CLINIC,√,√,√,√,√,√,√,√,√,−,013-5393200,013-5390323,الطرف,الشرقة,مجمع عادات جمعة طرف الخرة
3177,1,KING KHALID NATIONAL GUARD HOSPITAL - JEDDAH,WESTERN,JEDDAH,AL RUHALI,HOSPITAL,√,−,−,−,−,−,−,−,−,−,012-6240000,012-6247484,جدة,الغربة,مستشفى الملك خالد بالحرس الوطني - جدة
5466,1,KING FAISAL SPECIALIST HOSPITAL AND RESEARCH CENTER IN JEDDAH,WESTERN,JEDDAH,RAWDHAH,HOSPITAL,√,−,−,−,−,−,−,−,−,−,012-6677777,012-6698934,جدة,الغربة,مستشفى الملك فصل التخصصي ومركز ابحاث بجدة
5514,1,KING FAHAD ARMED FORCES HOSPITAL-MOH,WESTERN,JEDDAH,ALSHATI,HOSPITAL,√,−,−,−,−,−,−,−,−,−,012-2328888,012-2328888,جدة,الغربة,مستشفى الملك فھد للقوات المسلحة-وزارة الصحة
5468,1,KING ABDULAZIZ UNIVERSITY HOSPITAL JEDDAH,WESTERN,JEDDAH,KING ABDULAZIZ UNIVERSITY,HOSPITAL,√,−,−,−,−,−,−,−,−,−,012-6408222,012-6403975,جدة,الغربة,مستشفى جامعة الملك عبدالعزز بجدة
905,2,THE INTERNATIONAL MEDICAL CENTER,WESTERN,JEDDAH,AL RUWAIS,HOSPITAL,√,√,−,−,−,−,−,−,−,−,012-6509000,012-6509134,جدة,الغربة,المركز الدولي الطبي
4700,2,AYA SPECIALIZED MEDICAL HOSPITAL,WESTERN,JEDDAH,AL MUHAMADYA,HOSPITAL,√,√,−,−,−,−,−,−,−,−,920012342,012-6997457,جدة,الغربة,مستشفى اة التخصصي الطبي
5541,2,MY CLINIC INTERNATIONAL CO,WESTERN,JEDDAH,JEDDAH,CLINIC,√,√,−,−,−,−,−,−,−,−,920022811,-,جدة,الغربة,مجمع عادتي الدولة الطبة
50,4,DR ERFAN & BAGEDO HOSPITAL,WESTERN,JEDDAH,Faisalia Area,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-6820022,012-6917747,جدة,الغربة,مستشفى الدكتور عرفان & باقدو
40,2,DR SULIMAN FAKEEH HOSPITAL,WESTERN,JEDDAH,AL HAMRA,HOSPITAL,√,√,−,−,−,−,−,−,−,−,012-6655000,012-6651284,جدة,الغربة,مستشفى الدكتور سلمان فقھ
4504,4,MATERNITY & CHILDREN HOSPITAL-JED(AZIZIA,WESTERN,JEDDAH,AL AZIZIYAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-6729092,012-6719527,جدة,الغربة,مستشفى الودة واطفال بالعززة
4506,4,KING ABDULAZIZ HOSPITAL-JEDDAH,WESTERN,JEDDAH,AL MAHJAR,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-6375555,012-6375555,جدة,الغربة,مستشفى الملك عبدالعزز ومركز اورام
5333,4,AL TAGHER GENERAL HOSPITAL - MOH,WESTERN,JEDDAH,THAGAR,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-6201767,012-6201767,جدة,الغربة,مستشفى الثغر العام
5334,4,"EYE,S HOSPITAL - MOH",WESTERN,JEDDAH,JEDDAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-6939998,012-6939998,جدة,الغربة,مستشفى العون - جدة
5431,4,ERADAH MEDICAL CENTER - MOH,WESTERN,JEDDAH,JEDDAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-6361078,012 -6361061,جدة,الغربة,مجمع ارادة للصحة النفسة
39,2,SAUDI GERMAN HOSPITAL (JEDDAH),WESTERN,JEDDAH,JEDDAH,HOSPITAL,√,√,−,−,−,−,−,−,−,−,012-6829000,012-6835874,جدة,الغربة,مستشفى السعودي الماني
690,4,UNITED DOCTORS HOSPITAL,WESTERN,JEDDAH,RUWAIS DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-6533333,012-6520478,جدة,الغربة,مستشفى اطباء المتحدون
5345,4,DR. SULIMAN FAKEEH FAMILY CENTERS,WESTERN,JEDDAH,NUZHA,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6650444,012-6600619,جدة,الغربة,مراكز الدكتور سلمان فقة لطب اسرة
5383,4,DR. SULIMAN FAKEEH COMPANY BRANCH,WESTERN,JEDDAH,AL BASATEEN,CLINIC,√,√,√,√,−,−,−,−,−,−,012-2296400,012-6608013,جدة,الغربة,فرع شركة مستشفى الدكتور سلمان فقة
5420,4,DR. SULAIMAN FAKEEH FAMILY MEICINE CENTER,WESTERN,JEDDAH,ALTHAGER,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6655000,126600619,جدة,الغربة,مركز الدكتور سلمان فقة لطب اسرة
5418,2,BEVERLY CLINICS,WESTERN,JEDDAH,JEDDAH,CLINIC,√,√,−,−,−,−,−,−,−,−,920026446,012-6835874,جدة,الغربة,عادات بفرلي
166,4,AL MAGHRABI  OPTICAL  COMPANY,WESTERN,JEDDAH,"1FLOOR,BINSULAIMAN CENTER",CENTER,√,√,√,√,−,−,−,−,−,−,012-6067261,012-2636383,جدة,الغربة,شركة المغربي للبصرات
5328,4,KING ABDULAZIZ AIRPORT MED. CENTER - SOU,WESTERN,JEDDAH,KING ABDULAZIZ AIRPORT,CENTER,√,√,√,√,−,−,−,−,−,−,012-6853473,012-6855931,جدة,الغربة,المركز الطبي بالصالة الجنوبة بمطار الملك عبدالعزز
5329,4,KING ABDULAZIZ AIRPORT MED. CENTER - NOR,WESTERN,JEDDAH,KING ABDULAZIZ AIRPORT,CENTER,√,√,√,√,−,−,−,−,−,−,012-6853473,012-6855931,جدة,الغربة,المركز الطبي بالصالة الشمالة بمطار الملك عبدالعزز
5354,4,AL JAMEAH HEALTH CARE CENTER,WESTERN,JEDDAH,JEDDAH,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6896580,012-6896580,جدة,الغربة,مركز صحي الجامعة - جدة
5356,4,AL BALAD MEDICAL CENTER - MOH,WESTERN,JEDDAH,JEDDAH,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6442855,012-6442855,جدة,الغربة,مركز صحي البلد - وزارة الصحة
5357,4,KHALID MEDICAL CENTER - MOH,WESTERN,JEDDAH,JEDDAH,CLINIC,√,√,√,√,−,−,−,−,−,−,012-2068931,012-2068931,جدة,الغربة,مركز صحي خالد النموذجي - وزارة الصحة
5358,4,SAFA MEDICAL CENTER - MOH,WESTERN,JEDDAH,JEDDAH,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6782076,012-6672942,جدة,الغربة,مركز صحي الصفا - وزارة الصحة
5362,4,ABDUL MAJEED MEDICAL CENTER  - MOH,WESTERN,JEDDAH,JEDDAH,CLINIC,√,√,√,√,−,−,−,−,−,−,-,-,جدة,الغربة,مركز عبدالمجد الصحي - وزارة الصحة
5464,4,HEALTH SURVEILLANCE CENTER,WESTERN,JEDDAH,PORT,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6483966,012-6483966,جدة,الغربة,مراكز المراقبة الصحة بمناء جدة اسمي-  وزارة الصحة
5471,4,ALQURAINYAH MEDICAL CENTER,WESTERN,JEDDAH,ALQURAINYAH,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6375555,012-6375555,جدة,الغربة,مركز صحي القرنة
5473,4,AZIZIYAH MEDICAL CENTER - MOH,WESTERN,JEDDAH,AZIZIYAH,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6606111,012-6606111,جدة,الغربة,مركز صحي العززة-وزارة الصحة
5474,4,AL FAISALIAH MEDICAL CENTER - MOH,WESTERN,JEDDAH,FAISALIAH,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6606111,012-6606111,جدة,الغربة,مركز صحي الفصلة-وزارة الصحة
5475,4,ALMARWAH MEDICAL CENTER - MOH,WESTERN,JEDDAH,ALMARWAH,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6606111,012-6606111,جدة,الغربة,مركز صحي المروة - وزارة الصحة
5506,4,ALNAEEM MEDICAL CENTER - MOH,WESTERN,JEDDAH,ALNAEEM,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6606111,012-6606111,جدة,الغربة,مركز صحي النعم-وزارة الصحة
5505,4,ALBAWADI MEDICAL CENTER - MOH,WESTERN,JEDDAH,ALMARWAH,CLINIC,√,√,√,√,−,−,−,−,−,−,126606111,126606111,جدة,الغربة,مركز صحي البوادي-وزارة الصحة
5504,4,ALTHAALBAH MEDICAL CENTER - MOH,WESTERN,JEDDAH,ALWAZERYAH,CLINIC,√,√,√,√,−,−,−,−,−,−,126375555,126375555,جدة,الغربة,مركز صحي الثعالبة-وزارة الصحة
5496,4,KM 13 MEDICAL CENTER - MOH,WESTERN,JEDDAH,OMM ALSALAM,CLINIC,√,√,√,√,−,−,−,−,−,−,126201767,126201767,جدة,الغربة,مركز صحي الكلو13-وزارة الصحة
5495,4,PRINCE FAWAZ PHC,WESTERN,JEDDAH,PRINCE FAWAZ DISTRICT,CLINIC,√,√,√,√,−,−,−,−,−,−,126201767,126201767,جدة,الغربة,مركز صحي امر فواز
5494,4,ALMATAR DISPENSARY CENTER – MOH,WESTERN,JEDDAH,ALFAYHA,CLINIC,√,√,√,√,−,−,−,−,−,−,122327555,122327555,جدة,الغربة,مركز صحي المطار القدم - وزارة الصحة
5493,4,ALRAWABI DISPENSARY CENTER – MOH,WESTERN,JEDDAH,ALRAWABI,CLINIC,√,√,√,√,−,−,−,−,−,−,122327555,122327555,جدة,الغربة,مركز صحي الروابي - وزارة الصحة
5492,4,ALSULIMANYAH DISPENSARY CENTER – MOH,WESTERN,JEDDAH,ALSULIMANYAH,CLINIC,√,√,√,√,−,−,−,−,−,−,122327555,122327555,جدة,الغربة,مركز صحي السلمانة - وزارة الصحة
5491,4,ALRIHAB DISPENSARY CENTER– MOH,WESTERN,JEDDAH,ALREHAB,CLINIC,√,√,√,√,−,−,−,−,−,−,122327555,122327555,جدة,الغربة,مركز صحي  الرحاب - وزارة الصحة
5490,4,ALTAWFEEQ DISPENSARY - MOH,WESTERN,JEDDAH,ALSAMER,CLINIC,√,√,√,√,−,−,−,−,−,−,122327555,122327555,جدة,الغربة,مركز صحي التوفق - وزارة الصحة
5489,4,ABRAQ DISPENSARY CENTER- MOH,WESTERN,JEDDAH,ABRAQ RAGHAMAH,CLINIC,√,√,√,√,−,−,−,−,−,−,122327555,122327555,جدة,الغربة,مركز صحي ابرق الرغامة - وزارة الصحة
5488,4,SHARQ DISPENSARY CENTER - MOH,WESTERN,JEDDAH,ALAJWAD,CLINIC,√,√,√,√,−,−,−,−,−,−,122327555,122327555,جدة,الغربة,مركز صحي شرق الخط - وزارة الصحة
5487,4,QWAIZA DISPENSARY - MOH,WESTERN,JEDDAH,ALAJWAD,CLINIC,√,√,√,√,−,−,−,−,−,−,122327555,122327555,جدة,الغربة,مركز صحي القوزة - وزارة الصحة
5486,4,BRIMAN DISPENSARY – MOH,WESTERN,JEDDAH,BRIMAN,CLINIC,√,√,√,√,−,−,−,−,−,−,122327555,122327555,جدة,الغربة,مركز صحي برمان - وزارة الصحة
5485,4,ALMUNTAZAHAT PHC – MOH,WESTERN,JEDDAH,ALMUNTAZAHAT,CLINIC,√,√,√,√,−,−,−,−,−,−,126201767,126201767,جدة,الغربة,مركز صحي المنتزھات - وزارة الصحة
5484,4,ZHAHBAN MEDICAL CENTER - MOH,WESTERN,JEDDAH,ALMOZERAH,CLINIC,√,√,√,√,−,−,−,−,−,−,122285000,122285000,جدة,الغربة,مركز صحي ذھبان - وزارة الصحة
5508,4,SAFA MEDICAL CENTER - MOH - 2,WESTERN,JEDDAH,ALSAFA,CLINIC,√,√,√,√,−,−,−,−,−,−,126606111,126606111,جدة,الغربة,مركز صحي الصفا - 2 وزارة الصحة
